celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week1_judge_score_sum,week1_judge_count,week1_judge_score_avg,week1_judge_score_avg_rank,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week2_judge_score_sum,week2_judge_count,week2_judge_score_avg,week2_judge_score_avg_rank,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week3_judge_score_sum,week3_judge_count,week3_judge_score_avg,week3_judge_score_avg_rank,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week4_judge_score_sum,week4_judge_count,week4_judge_score_avg,week4_judge_score_avg_rank,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week5_judge_score_sum,week5_judge_count,week5_judge_score_avg,week5_judge_score_avg_rank,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week6_judge_score_sum,week6_judge_count,week6_judge_score_avg,week6_judge_score_avg_rank,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week7_judge_score_sum,week7_judge_count,week7_judge_score_avg,week7_judge_score_avg_rank,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week8_judge_score_sum,week8_judge_count,week8_judge_score_avg,week8_judge_score_avg_rank,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week9_judge_score_sum,week9_judge_count,week9_judge_score_avg,week9_judge_score_avg_rank,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week10_judge_score_sum,week10_judge_count,week10_judge_score_avg,week10_judge_score_avg_rank,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week11_judge_score_sum,week11_judge_count,week11_judge_score_avg,week11_judge_score_avg_rank
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,7,7,7,N/A,21,3,7,2,5,5,5,N/A,15,3,5,12,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6,6,6,N/A,18,3,6,8,6,6,6,N/A,18,3,6,8,8,7,8,N/A,23,3,7.6667,4,6,6,6,N/A,18,3,6,9,7,7,7,N/A,21,3,7,6,6.5,7,6.5,N/A,20,3,6.6667,8,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7,7,7,N/A,21,3,7,2,8,8,8,N/A,24,3,8,3,7,8,8,N/A,23,3,7.6667,4,9,9,9,N/A,27,3,9,1,8,8,9,N/A,25,3,8.3333,4,8.5,9,8.5,N/A,26,3,8.6667,2,11,10,11,N/A,32,3,10.6667,1,9,9.5,9.5,N/A,28,3,9.3333,2,10,9.5,10,N/A,29.5,3,9.8333,1,9.5,9.5,10,N/A,29,3,9.6667,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7,6,7,N/A,20,3,6.6667,5,8,7,8,N/A,23,3,7.6667,4,8.6666,8.6666,8.6666,N/A,25.9998,3,8.6666,1,8,8,8,N/A,24,3,8,4,9,8,9,N/A,26,3,8.6667,3,7.5,7.5,7.5,N/A,22.5,3,7.5,6,9,9,9,N/A,27,3,9,4,8.5,9,8.5,N/A,26,3,8.6667,4,10,9.5,10,N/A,29.5,3,9.8333,1,9.3333,9.3333,9.3333,N/A,27.999899999999997,3,9.3333,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4,4,4,N/A,12,3,4,12,5,5,6,N/A,16,3,5.3333,11,6,5,5,N/A,16,3,5.3333,10,7,7,7,N/A,21,3,7,6,6,6,6,N/A,18,3,6,8,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6,5,6,N/A,17,3,5.6667,11,7,6,7,N/A,20,3,6.6667,5,6,6,6,N/A,18,3,6,9,7,7,7,N/A,21,3,7,6,6,6,6,N/A,18,3,6,8,7,7.5,7,N/A,21.5,3,7.1667,7,5,6,6,N/A,17,3,5.6667,7,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,6,6,6,N/A,18,3,6,8,6,6,6,N/A,18,3,6,8,5,5,5,N/A,15,3,5,11,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7,7,7,N/A,21,3,7,2,9,8,9,N/A,26,3,8.6667,1,8,9,8,N/A,25,3,8.3333,3,9,8,9,N/A,26,3,8.6667,2,9,9,9,N/A,27,3,9,2,8.5,9.5,9,N/A,27,3,9,1,9,10,10,N/A,29,3,9.6667,3,9.5,8,10,N/A,27.5,3,9.1667,3,9.5,10,9.5,N/A,29,3,9.6667,3,10,10,10,N/A,30,3,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lisa Vanderpump,Gleb Savchenko,TV Personality,England,England,52,16,Eliminated Week 4,10,6,6,6,N/A,18,3,6,8,6,6,6,N/A,18,3,6,8,7,7,7,N/A,21,3,7,6,6,6,6,N/A,18,3,6,9,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,7,6,6,N/A,19,3,6.3333,7,7,6,7,N/A,20,3,6.6667,5,7,7,7,N/A,21,3,7,6,6,7,7,N/A,20,3,6.6667,8,8,8,8,N/A,24,3,8,5,7.5,8,7.5,N/A,23,3,7.6667,4,8,8,8,N/A,24,3,8,6,7,7,7,N/A,21,3,7,6,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,7,7,7,N/A,21,3,7,8,6,6,7,N/A,19,3,6.3333,10,6,5,5,N/A,16,3,5.3333,10,6,6,6,N/A,18,3,6,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,0,0,4,0,6,0,0,0,N/A,0,3,0,5
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,7,8,7,N/A,22,3,7.3333,6,8,7,8,N/A,23,3,7.6667,7,9,9,9,N/A,27,3,9,1,7,7,7,N/A,21,3,7,8,9,9,9,N/A,27,3,9,3,10,11,10,N/A,31,3,10.3333,3,9.5,9.5,9.5,N/A,28.5,3,9.5,3,9,9,9,N/A,27,3,9,5,0,0,0,N/A,0,3,0,7,0,0,0,0,0,4,0,6,0,0,0,N/A,0,3,0,5
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,8,8,8,N/A,24,3,8,2,8,9,8,N/A,25,3,8.3333,2,8,9,8,N/A,25,3,8.3333,4,9,9,9,N/A,27,3,9,1,8,9,9,N/A,26,3,8.6667,6,10.6666,10.6666,10.6666,N/A,31.9998,3,10.6666,2,9,9,9,N/A,27,3,9,5,8,9,8,N/A,25,3,8.3333,6,9.5,9,9.5,N/A,28,3,9.3333,2,0,0,0,0,0,4,0,6,0,0,0,N/A,0,3,0,5
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,7,7,7,N/A,21,3,7,8,8,8,8,N/A,24,3,8,4,8,8,8,N/A,24,3,8,6,8,8,8,N/A,24,3,8,4,7,7,8,N/A,22,3,7.3333,9,9.3333,9.3333,9.3333,N/A,27.999899999999997,3,9.3333,5,9,8.5,9,N/A,26.5,3,8.8333,7,9,10,9,N/A,28,3,9.3333,3,9,9,9,N/A,27,3,9,3,8,8,8,8.5,32.5,4,8.125,4,0,0,0,N/A,0,3,0,5
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,8,8,8,N/A,24,3,8,2,9,8,9,N/A,26,3,8.6667,1,9,8,9,N/A,26,3,8.6667,2,9,9,9,N/A,27,3,9,1,9,9,10,N/A,28,3,9.3333,1,9.3333,8.3333,9.3333,N/A,26.999899999999997,3,9,6,10,9.5,10,N/A,29.5,3,9.8333,1,10,10,10,N/A,30,3,10,1,9.5,9.5,10,N/A,29,3,9.6667,1,9.5,9,9.5,9.5,37.5,4,9.375,2,9.8888,9.8888,9.8888,N/A,29.6664,3,9.8888,2
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,9,9,9,N/A,27,3,9,1,8,8,8,N/A,24,3,8,4,8,8,8,N/A,24,3,8,6,9,9,9,N/A,27,3,9,1,9,7,10,N/A,26,3,8.6667,6,11.3333,9.3333,11.3333,N/A,31.999899999999997,3,10.6666,1,10,10,9.5,N/A,29.5,3,9.8333,1,9,9,10,N/A,28,3,9.3333,3,8.5,8.5,8.5,N/A,25.5,3,8.5,5,10,10,9.5,10,39.5,4,9.875,1,10.4444,10.4444,10.4444,N/A,31.333199999999998,3,10.4444,1
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,6,5,6,N/A,17,3,5.6667,11,6,6,6,N/A,18,3,6,11,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,0,0,4,0,6,0,0,0,N/A,0,3,0,5
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,6,6,6,N/A,18,3,6,10,7,7,7,N/A,21,3,7,8,8,8,8,N/A,24,3,8,6,7,7,7,N/A,21,3,7,8,8,8,8,N/A,24,3,8,8,8.3333,8.3333,7.3333,N/A,23.9999,3,8,8,8.5,8,8.5,N/A,25,3,8.3333,8,8,8,8,N/A,24,3,8,7,7,7,7,N/A,21,3,7,6,7.5,7.5,7.5,7.5,30,4,7.5,5,8.3333,8.8333,8.3333,N/A,25.499899999999997,3,8.5,4
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,7,7,8,N/A,22,3,7.3333,6,9,8,8,N/A,25,3,8.3333,2,9,8,9,N/A,26,3,8.6667,2,8,8,8,N/A,24,3,8,4,9,10,9,N/A,28,3,9.3333,1,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,0,0,4,0,6,0,0,0,N/A,0,3,0,5
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Chile,Chile,25,17,Eliminated Week 7,8,8,8,7,N/A,23,3,7.6667,4,6,7,7,N/A,20,3,6.6667,9,9,8,8,N/A,25,3,8.3333,4,8,8,8,N/A,24,3,8,4,9,9,9,N/A,27,3,9,3,10,10,10,N/A,30,3,10,4,9,9,9,N/A,27,3,9,5,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,0,0,4,0,6,0,0,0,N/A,0,3,0,5
Jack Osbourne,Cheryl Burke,TV Personality,England,England,27,17,3rd Place,3,8,8,7,N/A,23,3,7.6667,4,8,8,8,N/A,24,3,8,4,7,7,8,N/A,22,3,7.3333,9,8,8,8,N/A,24,3,8,4,9,9,9,N/A,27,3,9,3,8.6666,9.6666,8.6666,N/A,26.9998,3,8.9999,7,10,9,9.5,N/A,28.5,3,9.5,3,10,10,10,N/A,30,3,10,1,9,9,9,N/A,27,3,9,3,9,8.5,9,9,35.5,4,8.875,3,9.3333,9.3333,9.3333,N/A,27.999899999999997,3,9.3333,3
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,5,4,5,N/A,14,3,4.6667,12,6,5,6,N/A,17,3,5.6667,12,6,5,5,N/A,16,3,5.3333,10,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,0,0,4,0,6,0,0,0,N/A,0,3,0,5
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,5,5,5,N/A,15,3,5,12,5,5,5,N/A,15,3,5,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,6,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8,8,8,N/A,24,3,8,3,8,8,8,N/A,24,3,8,4,9,9,9,9,36,4,9,2,8,8,8,8,32,4,8,6,10,9,10,10,39,4,9.75,2,9,9,9,9,36,4,9,3,9,9.5,8.5,9,36,4,9,4,10,9,9,10,38,4,9.5,3,0,0,0,0,0,4,0,6,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,7,7,7,N/A,21,3,7,7,9,8,8,N/A,25,3,8.3333,1,9,9,9,9,36,4,9,2,9,8,9,9,35,4,8.75,2,10,10,10,10,40,4,10,1,9,9,8,9,35,4,8.75,5,8.5,9.5,8,9,35,4,8.75,6,8,9,10,9,36,4,9,4,9.5,9.5,9.5,9.5,38,4,9.5,3,9.5,9.5,10,N/A,29,3,9.6667,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,9,8,8,N/A,25,3,8.3333,2,7,7,7,N/A,21,3,7,7,8,8,8,8,32,4,8,7,7,7,7,7,28,4,7,9,8,9,9,9,35,4,8.75,7,8,8,8,8,32,4,8,7,9,9.5,9,9.5,37,4,9.25,3,9,9,9,9,36,4,9,4,8.5,9.5,9.5,8.5,36,4,9,5,8.6666,8.6666,8.6666,N/A,25.9998,3,8.6666,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sean Avery,Karina Smirnoff,Athlete,Canada,Canada,33,18,Eliminated Week 2,11,7,6,7,N/A,20,3,6.6667,10,7,7,7,N/A,21,3,7,7,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,6,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,6,6,6,N/A,18,3,6,11,0,0,0,N/A,0,3,0,12,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,6,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9,9,9,N/A,27,3,9,1,9,7,9,N/A,25,3,8.3333,1,9,9,9,9,36,4,9,2,7,8,9,9,33,4,8.25,4,9,10,9,9,37,4,9.25,3,9,9,9,9,36,4,9,3,8.5,10,8,9,35.5,4,8.875,5,10,10,10,10,40,4,10,1,9.5,9.5,9.5,9.5,38,4,9.5,3,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,8,8,8,N/A,24,3,8,3,8,8,8,N/A,24,3,8,4,9,9,9,9,36,4,9,2,9,8,8,9,34,4,8.5,3,9,9,10,9,37,4,9.25,3,9,10,9,10,38,4,9.5,2,9.5,9.5,9,9.5,37.5,4,9.375,2,10,10,10,10,40,4,10,1,9.5,9.5,10,10,39,4,9.75,2,10,9.6666,10,N/A,29.666600000000003,3,9.8889,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,8,8,8,N/A,24,3,8,3,8,9,8,N/A,25,3,8.3333,1,10,9,10,10,39,4,9.75,1,10,9,10,10,39,4,9.75,1,9,9,9,9,36,4,9,5,10,10,10,10,40,4,10,1,10,10,9,10,39,4,9.75,1,9,9,8,10,36,4,9,4,10,10,10,10,40,4,10,1,10,10,10,N/A,30,3,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,7,7,7,N/A,21,3,7,7,7,7,7,N/A,21,3,7,7,7,7,8,8,30,4,7.5,9,8,8,9,8,33,4,8.25,4,7,7,7,7,28,4,7,9,8,9,7,8,32,4,8,7,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,6,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cody Simpson,Witney Carson,Singer/Rapper,Australia,Australia,17,18,Eliminated Week 5,9,7,7,8,N/A,22,3,7.3333,6,7,7,8,N/A,22,3,7.3333,6,9,8,9,9,35,4,8.75,6,8,7,8,8,31,4,7.75,8,9,8,8,9,34,4,8.5,8,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,6,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7,7,7,N/A,21,3,7,7,7,7,7,N/A,21,3,7,7,8,7,8,8,31,4,7.75,8,8,8,8,8,32,4,8,6,9,9,9,9,36,4,9,5,8,9,8,8,33,4,8.25,6,8,9,7.5,8.5,33,4,8.25,7,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,6,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Italy,Italy,42,19,Eliminated Week 7,8,6,6,6,7,25,4,6.25,10,8,7,8,8,31,4,7.75,5,7,7,7,8,29,4,7.25,8,7,7,7,8,29,4,7.25,6,8,6,7,7,28,4,7,6,7,7,7,7,28,4,7,8,7,7.5,7.5,7.5,29.5,4,7.375,7,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,8,7,7,8,30,4,7.5,6,7,7,8,8,30,4,7.5,7,8,8,8,8,32,4,8,4,6,6,6,6,24,4,6,10,6,6,6,6,24,4,6,7,8,8,8,8,32,4,8,5,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,8,8,8,8,32,4,8,3,9,8,9,9,35,4,8.75,1,7,8,8,8,31,4,7.75,7,10,10,10,9,39,4,9.75,2,9,8,8,9,34,4,8.5,2,8,8,8,8,32,4,8,5,8.5,8.5,9,9,35,4,8.75,2,8,8,8,8,32,4,8,5,8.5,9,8.5,9,35,4,8.75,5,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7,7,7,8,29,4,7.25,7,9,8,8,9,34,4,8.5,2,10,10,10,10,40,4,10,1,9,9,9,9,36,4,9,4,8,8,8,9,33,4,8.25,4,8,7,9,9,33,4,8.25,4,8.5,8,8.5,8.5,33.5,4,8.375,4,10.75,10.75,10.75,10.75,43,4,10.75,1,9.5,9.5,10,9.5,38.5,4,9.625,1,9.5,9.5,10,10,39,4,9.75,1,9.6666,10,9.6666,9.6666,38.99980000000001,4,9.75,3
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9,9,9,9,36,4,9,1,8,8,8,8,32,4,8,4,8,8,8,8,32,4,8,4,10,10,10,10,40,4,10,1,8,9,9,8,34,4,8.5,2,10,10,9,10,39,4,9.75,1,8.5,8.5,8.5,8.5,34,4,8.5,3,10.75,9.75,9.75,10.75,41,4,10.25,2,9.5,9.5,9.5,10,38.5,4,9.625,1,9.5,9,9.5,9.5,37.5,4,9.375,3,10,10,10,10,40,4,10,1
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,6,6,5,5,22,4,5.5,12,0,0,0,0,0,4,0,13,0,0,0,0,0,4,0,12,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,8,7,8,8,31,4,7.75,5,7,7,7,7,28,4,7,8,7,7,6,6,26,4,6.5,11,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5
Tommy Chong,Peta Murgatroyd,Comedian,Canada,Canada,76,19,Eliminated Week 10,5,7,6,7,7,27,4,6.75,9,7,7,7,7,28,4,7,8,8,10,8,8,34,4,8.5,3,7,7,7,7,28,4,7,8,6,6,5,6,23,4,5.75,8,7,7,7,7,28,4,7,8,7.5,7.5,7.5,7.5,30,4,7.5,6,6.75,7.75,7.75,6.75,29,4,7.25,6,7,7.5,7,7,28.5,4,7.125,6,8,7.5,8,7.5,31,4,7.75,5,0,0,0,0,0,4,0,5
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5,5,5,5,20,4,5,13,7,7,7,7,28,4,7,8,7,9,6,7,29,4,7.25,8,8,7,7,7,29,4,7.25,6,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7,6,6,6,25,4,6.25,10,6,6,6,6,24,4,6,12,7,7,7,7,28,4,7,10,6,6,6,7,25,4,6.25,9,5,5,5,5,20,4,5,9,8,7,8,7,30,4,7.5,7,7,7,7,7,28,4,7,8,6,7,6,6,25,4,6.25,7,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,7,7,8,7,29,4,7.25,7,7,7,7,7,28,4,7,8,0,0,0,0,0,4,0,12,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8,8,8,8,32,4,8,3,8,9,8,8,33,4,8.25,3,10,10,10,10,40,4,10,1,8,8,8,9,33,4,8.25,5,8,8,8,8,32,4,8,5,9,9,9,9,36,4,9,2,9.5,9,9.5,9.5,37.5,4,9.375,1,9.75,9.75,9.75,10.75,40,4,10,3,9,9.5,9.5,9,37,4,9.25,3,9.5,9.5,9.5,9.5,38,4,9.5,2,9.5,9.5,9.5,9.5,38,4,9.5,4
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8,8,9,9,34,4,8.5,2,8,7,8,8,31,4,7.75,5,8,8,8,8,32,4,8,4,9,10,9,9,37,4,9.25,3,9,9,9,9,36,4,9,1,9,10,8,8,35,4,8.75,3,7.5,7.5,8,8,31,4,7.75,5,9,9,10,10,38,4,9.5,4,9,9.5,9,9,36.5,4,9.125,4,9,9.5,9.5,9,37,4,9.25,4,10,9.6666,10,9.6666,39.333200000000005,4,9.8333,2
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6,6,6,7,25,4,6.25,8,7,7,7,7,28,4,7,6,6,6,6,7,25,4,6.25,8,7,7,7,7,28,4,7,9,7,7,7,7,28,4,7,5,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6,6,6,7,25,4,6.25,8,8,8,8,8,32,4,8,2,8,8,8,8,32,4,8,4,10,9,10,10,39,4,9.75,1,8,8,9,9,34,4,8.5,4,9.5,8.5,9,9.5,36.5,4,9.125,2,9.5,9.5,9.5,10.5,39,4,9.75,2,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
