celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_judge_score_sum,week1_judge_count,week1_judge_score_avg,week1_judge_score_avg_rank,week2_judge_score_sum,week2_judge_count,week2_judge_score_avg,week2_judge_score_avg_rank,week3_judge_score_sum,week3_judge_count,week3_judge_score_avg,week3_judge_score_avg_rank,week4_judge_score_sum,week4_judge_count,week4_judge_score_avg,week4_judge_score_avg_rank,week5_judge_score_sum,week5_judge_count,week5_judge_score_avg,week5_judge_score_avg_rank,week6_judge_score_sum,week6_judge_count,week6_judge_score_avg,week6_judge_score_avg_rank,week7_judge_score_sum,week7_judge_count,week7_judge_score_avg,week7_judge_score_avg_rank,week8_judge_score_sum,week8_judge_count,week8_judge_score_avg,week8_judge_score_avg_rank,week9_judge_score_sum,week9_judge_count,week9_judge_score_avg,week9_judge_score_avg_rank,week10_judge_score_sum,week10_judge_count,week10_judge_score_avg,week10_judge_score_avg_rank,week11_judge_score_sum,week11_judge_count,week11_judge_score_avg,week11_judge_score_avg_rank
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,8.0,7.0,8.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.0,3,7.666666666666667,4,23.0,3,7.666666666666667,6,24.0,3,8.0,7,21.0,3,7.0,9,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,12.6666,11.6666,12.6666,,9.0,8.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,26.0,3,8.666666666666666,1,22.0,3,7.333333333333333,7,25.0,3,8.333333333333334,5,22.0,3,7.333333333333333,6,24.0,3,8.0,6,36.9998,3,12.333266666666667,2,25.5,3,8.5,6,0.0,3,0.0,7,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8.0,7.0,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,8.6666,9.6666,9.6666,,9.5,8.0,8.5,,9.5,9.0,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.0,3,7.666666666666667,4,26.0,3,8.666666666666666,1,25.0,3,8.333333333333334,5,26.0,3,8.666666666666666,2,26.0,3,8.666666666666666,5,27.9998,3,9.333266666666667,7,26.0,3,8.666666666666666,5,28.0,3,9.333333333333334,2,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,10.0,10.0,10.0,,8.0,7.5,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,3,6.666666666666667,10,20.0,3,6.666666666666667,10,24.0,3,8.0,7,22.0,3,7.333333333333333,6,21.0,3,7.0,8,30.0,3,10.0,5,23.5,3,7.833333333333333,7,25.5,3,8.5,6,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,7.0,6.0,7.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,3,6.666666666666667,10,17.0,3,5.666666666666667,12,0.0,3,0.0,12,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,8.0,9.0,,11.3333,11.3333,11.3333,,9.0,8.5,9.0,,9.5,9.0,9.0,,9.5,9.0,10.0,,10.0,9.6666,10.0,,,,,,21.0,3,7.0,8,24.0,3,8.0,5,26.0,3,8.666666666666666,4,27.0,3,9.0,1,27.0,3,9.0,3,33.9999,3,11.3333,4,26.5,3,8.833333333333334,3,27.5,3,9.166666666666666,3,28.5,3,9.5,3,29.666600000000003,3,9.888866666666667,2,N/A,N/A,N/A,N/A
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,3,6.666666666666667,10,21.0,3,7.0,8,24.0,3,8.0,7,23.0,3,7.666666666666667,5,19.0,3,6.333333333333333,9,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,8.0,7.0,8.0,,7.0,5.0,7.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.0,3,7.666666666666667,4,19.0,3,6.333333333333333,11,24.0,3,8.0,7,20.0,3,6.666666666666667,10,22.0,3,7.333333333333333,7,24.0,3,8.0,8,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,13.3333,12.3333,13.3333,,9.5,8.5,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,26.0,3,8.666666666666666,1,26.0,3,8.666666666666666,1,29.0,3,9.666666666666666,1,24.0,3,8.0,4,29.0,3,9.666666666666666,1,38.9999,3,12.999966666666666,1,27.0,3,9.0,2,27.5,3,9.166666666666666,3,28.0,3,9.333333333333334,4,30.0,3,10.0,1,N/A,N/A,N/A,N/A
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.3333,10.3333,10.3333,,10.0,9.0,9.5,,9.5,7.5,9.5,,10.0,9.5,10.0,,0.0,0.0,0.0,,,,,,21.0,3,7.0,8,25.0,3,8.333333333333334,3,27.0,3,9.0,3,26.0,3,8.666666666666666,2,27.0,3,9.0,3,29.999899999999997,3,9.999966666666666,6,28.5,3,9.5,1,26.5,3,8.833333333333334,5,29.5,3,9.833333333333334,1,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,8.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,10.0,9.5,10.0,10.0,9.5,9.25,9.5,,9.0,9.0,9.5,,11.1666,11.1666,11.1666,,9.5,10.0,9.7777,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,24.0,3,8.0,2,25.5,3,8.5,2,25.5,3,8.5,4,39.5,4,9.875,1,28.25,3,9.416666666666666,2,27.5,3,9.166666666666666,5,33.4998,3,11.1666,5,29.2777,3,9.759233333333333,2,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,,9.0,8.5,8.5,,8.5,8.5,8.5,,9.0,9.0,8.5,9.0,9.75,9.75,9.75,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.5,3,7.5,3,26.0,3,8.666666666666666,1,25.5,3,8.5,4,35.5,4,8.875,6,29.25,3,9.75,1,30.0,3,10.0,1,0.0,3,0.0,8,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6.0,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.5,7.5,7.5,7.5,8.75,8.75,8.75,,9.5,8.5,9.5,,9.3333,9.3333,9.3333,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,3,6.333333333333333,12,21.0,3,7.0,11,24.0,3,8.0,9,30.0,4,7.5,9,26.25,3,8.75,7,27.5,3,9.166666666666666,5,27.999899999999997,3,9.3333,7,25.5,3,8.5,7,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,7.0,7.0,7.5,,7.5,7.0,7.5,,9.0,9.0,9.0,,9.0,9.5,9.5,9.5,8.5,8.5,8.75,,9.0,9.0,9.0,,12.0,12.0,12.0,,9.5,9.3333,9.5,,8.7777,9.3333,9.0,,9.6666,9.6666,9.7777,,,,,,21.5,3,7.166666666666667,6,22.0,3,7.333333333333333,10,27.0,3,9.0,1,37.5,4,9.375,3,25.75,3,8.583333333333334,8,27.0,3,9.0,7,36.0,3,12.0,3,28.3333,3,9.444433333333334,5,27.110999999999997,3,9.036999999999999,4,29.1109,3,9.703633333333334,2,N/A,N/A,N/A,N/A
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7.0,7.5,,8.5,8.0,8.0,,9.0,8.0,8.5,,8.5,9.0,8.5,8.5,9.0,9.75,9.5,,10.0,10.0,10.0,,11.0,11.0,11.0,,9.7777,9.5,10.0,,9.3333,9.5,9.7777,,0.0,0.0,0.0,,,,,,22.0,3,7.333333333333333,4,24.5,3,8.166666666666666,4,25.5,3,8.5,4,34.5,4,8.625,7,28.25,3,9.416666666666666,2,30.0,3,10.0,1,33.0,3,11.0,6,29.2777,3,9.759233333333333,2,28.611,3,9.537,3,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,8.0,8.5,8.0,,7.5,7.5,7.5,,8.5,8.0,8.5,,9.0,9.0,9.0,9.0,9.25,9.25,9.5,,8.5,8.5,9.5,,10.8333,11.8333,11.8333,,9.5,9.7777,9.7777,,9.0,9.0,9.0,,0.0,0.0,0.0,,,,,,24.5,3,8.166666666666666,1,22.5,3,7.5,7,25.0,3,8.333333333333334,8,36.0,4,9.0,5,28.0,3,9.333333333333334,6,26.5,3,8.833333333333334,8,34.4999,3,11.499966666666666,4,29.0554,3,9.685133333333333,4,27.0,3,9.0,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8.0,6.5,7.5,,8.5,8.0,8.5,,9.0,8.0,9.5,,10.0,9.5,10.0,10.0,9.25,9.0,10.0,,9.5,8.5,10.0,,12.6666,12.6666,12.6666,,10.0,8.3333,9.5,,9.5,10.0,10.0,,9.6666,9.5,9.7777,,,,,,22.0,3,7.333333333333333,4,25.0,3,8.333333333333334,3,26.5,3,8.833333333333334,3,39.5,4,9.875,1,28.25,3,9.416666666666666,2,28.0,3,9.333333333333334,4,37.9998,3,12.6666,2,27.8333,3,9.277766666666666,6,29.5,3,9.833333333333334,1,28.944300000000002,3,9.648100000000001,3,N/A,N/A,N/A,N/A
Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,5.5,5.5,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,17.0,3,5.666666666666667,13,0.0,3,0.0,13,0.0,3,0.0,12,0.0,4,0.0,10,0.0,3,0.0,9,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,7.0,7.5,7.0,,8.0,7.5,7.5,,8.5,8.5,8.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.5,3,7.166666666666667,6,23.0,3,7.666666666666667,6,25.5,3,8.5,4,0.0,4,0.0,10,0.0,3,0.0,9,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,6.5,7.0,7.0,,7.5,7.5,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.5,3,6.833333333333333,10,22.5,3,7.5,7,0.0,3,0.0,12,0.0,4,0.0,10,0.0,3,0.0,9,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,7.0,7.0,7.5,,7.5,7.5,7.5,,8.0,8.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.5,3,7.166666666666667,6,22.5,3,7.5,7,24.0,3,8.0,9,0.0,4,0.0,10,0.0,3,0.0,9,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,6.5,6.5,6.5,,6.0,6.0,6.0,,7.5,7.5,7.5,,8.0,8.0,8.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.5,3,6.5,11,18.0,3,6.0,12,22.5,3,7.5,11,32.0,4,8.0,8,0.0,3,0.0,9,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,8,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,7.0,7.0,7.0,,8.0,8.0,7.5,,9.0,9.0,9.0,,9.0,9.0,9.5,9.5,9.25,9.5,9.5,,9.5,10.0,10.0,,13.3333,12.8333,12.8333,,10.0,10.0,10.0,,9.5,9.7777,9.5,,9.7777,9.7777,9.7777,,,,,,21.0,3,7.0,9,23.5,3,7.833333333333333,5,27.0,3,9.0,1,37.0,4,9.25,4,28.25,3,9.416666666666666,2,29.5,3,9.833333333333334,3,38.9999,3,12.999966666666666,1,30.0,3,10.0,1,28.7777,3,9.592566666666666,2,29.333099999999998,3,9.7777,1,N/A,N/A,N/A,N/A
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,7.5,8.0,7.5,,8.0,9.0,8.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,,,,,20.0,3,6.666666666666667,5,20.0,3,6.666666666666667,5,21.0,3,7.0,6,23.0,3,7.666666666666667,5,21.0,3,7.0,6,23.0,3,7.666666666666667,4,25.0,3,8.333333333333334,5,24.0,3,8.0,5,25.5,3,8.5,5,0.0,3,0.0,5,N/A,N/A,N/A,N/A
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,8.6666,8.6666,8.6666,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,24.0,3,8.0,1,26.0,3,8.666666666666666,1,25.9998,3,8.6666,1,26.0,3,8.666666666666666,2,29.0,3,9.666666666666666,1,25.5,3,8.5,3,30.0,3,10.0,2,29.0,3,9.666666666666666,1,27.5,3,9.166666666666666,4,30.0,3,10.0,1,N/A,N/A,N/A,N/A
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.0,3,7.0,2,15.0,3,5.0,12,0.0,3,0.0,12,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,N/A,N/A,N/A,N/A
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.5,7.0,6.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,3,6.0,8,18.0,3,6.0,8,23.0,3,7.666666666666667,4,18.0,3,6.0,9,21.0,3,7.0,6,20.0,3,6.666666666666667,8,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,N/A,N/A,N/A,N/A
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,8.5,9.0,8.5,,11.0,10.0,11.0,,9.0,9.5,9.5,,10.0,9.5,10.0,,9.5,9.5,10.0,,,,,,21.0,3,7.0,2,24.0,3,8.0,3,23.0,3,7.666666666666667,4,27.0,3,9.0,1,25.0,3,8.333333333333334,4,26.0,3,8.666666666666666,2,32.0,3,10.666666666666666,1,28.0,3,9.333333333333334,2,29.5,3,9.833333333333334,1,29.0,3,9.666666666666666,3,N/A,N/A,N/A,N/A
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,8.6666,8.6666,8.6666,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,8.5,9.0,8.5,,10.0,9.5,10.0,,9.3333,9.3333,9.3333,,,,,,20.0,3,6.666666666666667,5,23.0,3,7.666666666666667,4,25.9998,3,8.6666,1,24.0,3,8.0,4,26.0,3,8.666666666666666,3,22.5,3,7.5,6,27.0,3,9.0,4,26.0,3,8.666666666666666,4,29.5,3,9.833333333333334,1,27.999899999999997,3,9.3333,4,N/A,N/A,N/A,N/A
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4.0,4.0,4.0,,5.0,5.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,12.0,3,4.0,12,16.0,3,5.333333333333333,11,16.0,3,5.333333333333333,10,21.0,3,7.0,6,18.0,3,6.0,8,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,N/A,N/A,N/A,N/A
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6.0,5.0,6.0,,7.0,6.0,7.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,7.0,7.5,7.0,,5.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,17.0,3,5.666666666666667,11,20.0,3,6.666666666666667,5,18.0,3,6.0,9,21.0,3,7.0,6,18.0,3,6.0,8,21.5,3,7.166666666666667,7,17.0,3,5.666666666666667,7,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,N/A,N/A,N/A,N/A
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,3,6.0,8,18.0,3,6.0,8,15.0,3,5.0,11,0.0,3,0.0,11,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,N/A,N/A,N/A,N/A
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,9.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.5,9.5,9.0,,9.0,10.0,10.0,,9.5,8.0,10.0,,9.5,10.0,9.5,,10.0,10.0,10.0,,,,,,21.0,3,7.0,2,26.0,3,8.666666666666666,1,25.0,3,8.333333333333334,3,26.0,3,8.666666666666666,2,27.0,3,9.0,2,27.0,3,9.0,1,29.0,3,9.666666666666666,3,27.5,3,9.166666666666666,3,29.0,3,9.666666666666666,3,30.0,3,10.0,1,N/A,N/A,N/A,N/A
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,3,6.0,8,18.0,3,6.0,8,21.0,3,7.0,6,18.0,3,6.0,9,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,5,N/A,N/A,N/A,N/A
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,7.0,6.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.0,3,6.333333333333333,7,20.0,3,6.666666666666667,5,21.0,3,7.0,6,20.0,3,6.666666666666667,8,24.0,3,8.0,5,23.0,3,7.666666666666667,4,24.0,3,8.0,6,21.0,3,7.0,6,0.0,3,0.0,6,0.0,3,0.0,5,N/A,N/A,N/A,N/A
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,7.0,7.0,7.0,,6.0,6.0,7.0,,6.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21.0,3,7.0,8,19.0,3,6.333333333333333,10,16.0,3,5.333333333333333,10,18.0,3,6.0,10,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,4,0.0,6,0.0,3,0.0,5
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,10.0,11.0,10.0,,9.5,9.5,9.5,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,3,7.333333333333333,6,23.0,3,7.666666666666667,7,27.0,3,9.0,1,21.0,3,7.0,8,27.0,3,9.0,3,31.0,3,10.333333333333334,3,28.5,3,9.5,3,27.0,3,9.0,5,0.0,3,0.0,7,0.0,4,0.0,6,0.0,3,0.0,5
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,8.0,8.0,8.0,,8.0,9.0,8.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,9.0,9.0,,8.0,9.0,8.0,,9.5,9.0,9.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24.0,3,8.0,2,25.0,3,8.333333333333334,2,25.0,3,8.333333333333334,4,27.0,3,9.0,1,26.0,3,8.666666666666666,6,31.9998,3,10.6666,2,27.0,3,9.0,5,25.0,3,8.333333333333334,6,28.0,3,9.333333333333334,2,0.0,4,0.0,6,0.0,3,0.0,5
